bundesland; plz; ort; inbetriebnahmedatum; bruttoleistung; nettonennleistung; 
1405;37276;Meinhard;2025-09-15;2.000;0.800
1409;47608;Geldern;2025-05-15;14.080;10.000
1409;58313;Herdecke;2025-05-16;3.915;3.915
1412;66578;Schiffweiler;2025-08-29;9.000;9.000
1408;26506;Norden;--- NIX ---;0.800;0.800
1403;82194;Gröbenzell;--- NIX ---;5.000;5.000
1403;92536;Pfreimd;2025-08-27;16.200;15.000
1408;31832;Springe;2025-09-15;1.000;0.800
1413;04575;Neukieritzsch;2025-09-15;0.800;0.800
1403;95326;Kulmbach;2025-09-15;3.150;3.150
1409;53757;Sankt Augustin;2025-09-15;10.800;10.000
1405;35305;Grünberg;2025-09-15;14.400;12.000
1414;06179;Teutschenthal;2025-09-15;13.500;10.000
1405;65554;Limburg;2025-07-11;0.405;0.405
1410;56070;Koblenz;2025-09-15;5.520;5.000
1410;57520;Niederdreisbach;2025-08-01;16.380;16.000
1403;96149;Breitengüßbach;2025-09-08;7.200;7.200
1408;49716;Meppen;2025-09-09;11.125;10.000
1409;53332;Bornheim;2025-08-30;13.500;12.000
1407;18510;Elmenhorst;2025-09-15;2.000;0.800
1415;36460;Krayenberggemeinde;--- NIX ---;12.035;12.035
1403;94081;Fürstenzell;2025-09-15;15.000;15.000
1403;94548;Innernzell;2025-09-15;9.100;8.500
1400;15749;Mittenwalde;2025-09-12;13.500;10.000
1403;91239;Henfenfeld;2025-09-15;0.800;0.800
1415;37308;Heilbad Heiligenstadt;2025-08-15;1.600;0.800
1409;52499;Baesweiler;2025-09-04;10.450;10.100
1409;52074;Aachen;2025-09-01;21.840;21.840
1409;47506;Neukirchen-Vluyn;2025-09-15;5.400;5.000
1410;67374;Hanhofen;2025-09-10;12.150;10.000
1408;31542;Bad Nenndorf;2025-09-22;15.575;15.000
1403;90431;Nürnberg;2025-03-18;8.370;8.000
1405;64331;Weiterstadt;2025-01-08;132.000;132.000
1409;45481;Mülheim;2025-08-27;1.000;0.800
1409;51688;Wipperfürth;2025-09-15;0.920;0.800
1408;38302;Wolfenbüttel;--- NIX ---;8.550;8.550
1405;35305;Grünberg;2025-09-15;1.600;0.800
1407;18059;Ziesendorf;2025-09-13;2.000;0.800
1401;14089;Berlin;2025-07-30;6.670;6.000
1402;79111;Freiburg;2025-08-06;12.285;10.000
1408;21218;Seevetal;2025-09-15;8.100;8.000
1408;27305;Bruchhausen-Vilsen;2025-09-10;12.760;10.000
1409;53840;Troisdorf;--- NIX ---;10.350;10.000
1410;76774;Leimersheim;2025-09-13;1.820;0.800
1402;72280;Dornstetten;2025-09-03;11.250;8.000
1411;21521;Dassendorf;--- NIX ---;0.800;0.600
1403;85560;Ebersberg;2025-09-12;9.000;9.000
1408;26689;Apen;2025-09-04;10.120;8.000
1405;35037;Marburg;2025-09-15;0.830;0.800
1408;26571;Juist;2025-09-14;0.800;0.800
1403;95126;Schwarzenbach;2025-09-01;14.850;10.000
1403;85386;Eching;2025-09-05;6.750;6.750
1414;39118;Magdeburg;2025-07-01;0.800;0.200
1412;66333;Völklingen;2025-09-15;0.800;0.800
1402;78247;Hilzingen;2025-09-05;98.790;98.790
1409;52078;Aachen;2025-03-11;6.900;6.900
1409;59368;Werne;2025-09-15;0.830;0.800
1400;03222;Lübbenau;2025-09-15;1.335;0.800
1409;45527;Hattingen;2025-08-30;2.000;0.800
1407;18059;Ziesendorf;--- NIX ---;6.000;1.200
1408;49456;Bakum;2025-09-09;20.210;18.000
1400;16562;Hohen Neuendorf;2025-09-10;1.800;0.800
1409;42897;Remscheid;2025-06-16;1.760;0.800
1408;27612;Loxstedt;2025-09-15;220.000;192.000
1403;85302;Gerolsbach;2013-08-07;9.840;9.840
1408;31542;Bad Nenndorf;--- NIX ---;15.300;11.000
1403;97720;Nüdlingen;2024-09-24;6.075;6.000
1401;12524;Berlin;2025-09-15;2.000;0.800
1402;71522;Backnang;2025-09-15;10.080;10.000
